TaxonName,Author
Posoqueria longiflora,Aubl.
Posoqueria palustris,Mart.
Posoqueria platysiphonia,Rusby
Posoqueria robusta,Hammel & C.M.Taylor
Posoqueria trinitatis,DC.
Posoqueria velutina,Standl.
Posoqueria williamsii,Steyerm.
Potalia amara,Aubl.
Potalia coronata,Struwe & V.A. Albert
Potalia elegans,Struwe & V.A.Albert
Potalia maguireorum,Struwe & V.A.Albert
Potalia resinifera,Mart.
Potalia turbinata,Struwe & V.A. Albert
Potameia antevaratra,Kosterm.
Potameia capuronii,Kosterm.
Potameia chartacea,Kosterm.
Potameia confluens,van der Werff
Potameia crassifolia,Kosterm.
Potameia incisa,Kosterm.
Potameia micrantha,van der Werff
Potameia microphylla,Kosterm.
Potameia obtusifolia,van der Werff
Potameia resonjo,Kosterm.
Potameia siamensis,Kosterm
Potameia thouarsii,Roem. & Schult.
Potameia tomentella,van der Werff
Potoxylon melagangai,(Symington) Kosterm.
Pouchetia africana,A.Rich. ex DC.
Pouchetia parviflora,Benth.
Poulsenia armata,(Miq.) Standl.
Poupartia borbonica,J.F.Gmel.
Poupartia castanea,Engl.
Poupartia chapelieri,(Guillaumin) H. Perrier
Poupartia minor,(Bojer) Marchand
Poupartia orientalis,Capuron ex Randrianasolo & J.S. Mill.
Poupartia pubescens,Marchand
Poupartia silvatica,H.Perrier
Poupartiopsis spondiocarpus,Capuron ex J.D. Mitch. & Daly
Pourouma acuminata,Mart. ex Miq.
Pourouma amacayacuensis,Gaglioti & Romaniuc
Pourouma bicolor,Mart.
Pourouma bolivarensis,C.C.Berg
Pourouma cecropiifolia,Mart.
Pourouma cordata,C.C. Berg
Pourouma cucura,Standl. & Cuatrec.
Pourouma cuspidata,Mildbr.
Pourouma elliptica,Standl.
Pourouma ferruginea,Standl.
Pourouma floccosa,C.C. Berg
Pourouma formicarum,Ducke
Pourouma guianensis,Aubl.
Pourouma herrerensis,C.C.Berg
Pourouma hirsutipetiolata,Mildbr.
Pourouma melinonii,Benoist
Pourouma minor,Benoist
Pourouma mollis,Trécul
Pourouma montana,C.C. Berg
Pourouma myrmecophila,Ducke
Pourouma napoensis,C.C. Berg
Pourouma oraria,Standl. & Cuatrec.
Pourouma ovata,Trécul
Pourouma petiolulata,C.C. Berg
Pourouma phaeotricha,Mildbr.
Pourouma saulensis,C.C. Berg & Kooy
Pourouma stipulacea,C.C. Berg
Pourouma tomentosa,Mart. ex Miq.
Pourouma velutina,Mart. ex Miq.
Pourouma villosa,Trécul
Pouteria adolfi-friedericii,(Engl.) A.Meeuse
Pouteria alnifolia,(Baker) Roberty
Pouteria altissima,(A.Chev.) Baehni
Pouteria amapaensis,Pires & T.D.Penn.
Pouteria amazonica,Radlk.
Pouteria ambelaniifolia,(Sandwith) T.D.Penn.
Pouteria amygdalicarpa,(Pittier) T.D.Penn.
Pouteria amygdalina,(Standl.) Baehni
Pouteria andarahiensis,T.D.Penn.
Pouteria anomala,(Pires) T.D.Penn.
Pouteria anteridata,T.D.Penn.
Pouteria arcuata,T.D.Penn.
Pouteria areolatifolia,Lundell
Pouteria arguacoensium,(H.Karst.) Baehni
Pouteria aristata,(Britton & P.Wilson) Baehni
Pouteria atabapoensis,(Aubrév.) T.D.Penn.
Pouteria atlantica,Alves-Araújo & M.Alves
Pouteria aubrevillei,Bernardi
Pouteria aurea,T.D.Penn.
Pouteria austin-smithii,(Standl.) Cronquist
Pouteria baehniana,Monach.
Pouteria bangii,(Rusby) T.D.Penn.
Pouteria bapeba,T.D.Penn.
Pouteria beaurepairei,(Glaz. & Raunk.) Baehni
Pouteria belizensis,(Standl.) Cronquist
Pouteria benai,(Aubrév. & Pellegr.) T.D.Penn.
Pouteria bilocularis,(H.J.P.Winkl.) Baehni
Pouteria bonneriana,Bernardi
Pouteria brachyandra,(Aubrév. & Pellegr.) T.D.Penn.
Pouteria bracteata,T.D.Penn.
Pouteria brevensis,Pires
Pouteria brevipetiolata,T.D.Penn.
Pouteria briocheoides,Lundell
Pouteria buenaventurensis,(Aubrév.) Pilz
Pouteria bullata,T.D.Penn.
Pouteria butyrocarpa,(Kuhlm.) T.D.Penn.
Pouteria caimito,(Ruiz & Pav.) Radlk.
Pouteria calistophylla,(Standl.) Baehni
Pouteria campanulata,Baehni
Pouteria campechiana,(Kunth) Baehni
Pouteria canaimaensis,T.D.Penn.
Pouteria capacifolia,Pilz
Pouteria cayennensis,(A.DC.) Eyma
Pouteria celebica,Erlee
Pouteria chiricana,(Standl.) Baehni
Pouteria chocoensis,(Aubrév.) T.D.Penn.
Pouteria cicatricata,T.D.Penn.
Pouteria ciliata,Alves-Araújo & M.Alves
Pouteria cinnamomea,(Diels) Baehni
Pouteria citriodora,Alves-Araújo
Pouteria cladantha,Sandwith
Pouteria coelomatica,Rizzini
Pouteria collina,(Little) T.D.Penn.
Pouteria condorensis,T.D.Penn.
Pouteria confusa,Alves-Araújo & M.Alves
Pouteria congestifolia,Pilz.
Pouteria cordiformis,T.D.Penn.
Pouteria coriacea,(Pierre) Pierre
Pouteria crassiflora,Pires & T.D.Penn.
Pouteria cubensis,Baehni
Pouteria cuspidata,(A.DC.) Baehni
Pouteria decorticans,T.D.Penn.
Pouteria decussata,(Ducke) Baehni
Pouteria deliciosa,T.D.Penn.
Pouteria dictyoneura,(Griseb.) Radlk.
Pouteria dominigensis,(C.F.Gaertn.) Baehni
Pouteria doonsaf,P.Royen
Pouteria durlandii,(Standl.) Baehni
Pouteria egregia,Sandwith
Pouteria elegans,(A.DC.) Baehni
Pouteria engleri,Eyma
Pouteria ephedrantha,(A.C.Sm.) T.D.Penn.
Pouteria ericoides,T.D.Penn.
Pouteria erythrochrysa,T.D.Penn.
Pouteria espinae,(Standl.) Baehni
Pouteria eugeniifolia,(Pierre) Baehni
Pouteria euryphylla,(Standl.) Baehni
Pouteria exfoliata,T.D.Penn.
Pouteria exstaminodia,Pires & T.D.Penn.
Pouteria filiformis,T.D.Penn.
Pouteria filipes,Eyma
Pouteria fimbriata,Baehni
Pouteria flavilatex,T.D.Penn.
Pouteria fossicola,Cronquist
Pouteria foveolata,T.D.Penn.
Pouteria fragrans,(Pierre) Dubard
Pouteria franciscana,Baehni
Pouteria freitasii,T.D.Penn.
Pouteria fulva,T.D.Penn.
Pouteria furcata,T.D.Penn.
Pouteria gabrielensis,(Gilly ex Aubrév.) T.D.Penn.
Pouteria gallifructa,Cronquist
Pouteria gardneri,(Mart. & Eichler) Baehni
Pouteria gardneriana,(A.DC.) Radlk.
Pouteria gigantea,(Diels) Pilz
Pouteria glauca,T.D.Penn.
Pouteria glomerata,(Miq.) Radlk.
Pouteria gomphiifolia,(Mart. ex Miq.) Radlk.
Pouteria gongrijpii,Eyma
Pouteria gracilis,T.D.Penn.
Pouteria grandiflora,(A.DC.) Baehni
Pouteria grandis,Eyma
Pouteria guianensis,Aubl.
Pouteria hexastemon,Baehni
Pouteria hotteana,(Urb. & Ekman) Baehni
Pouteria izabalensis,(Standl.) Baehni
Pouteria jariensis,Pires & T.D.Penn.
Pouteria juruana,K.Krause
Pouteria kaieteurensis,T.D.Penn.
Pouteria krukovii,(A.C.Sm.) Baehni
Pouteria laevigata,(Mart.) Radlk.
Pouteria latianthera,T.D.Penn.
Pouteria lecythidicarpa,P.E.Sánchez & Poveda
Pouteria leptopedicellata,Pilz
Pouteria longifolia,(Mart. & Eichler) T.D.Penn.
Pouteria lucens,(Mart. & Miq.) Radlk.
Pouteria lucida,(H.J.Lam) Baehni
Pouteria lucuma,(Ruiz & Pav.) Kuntze
Pouteria lucumifolia,(Reissek ex Maxim.) T.D.Penn.
Pouteria macahensis,T.D.Penn.
Pouteria macrocarpa,(Mart.) D.Dietr.
Pouteria macrophylla,(Lam.) Eyma
Pouteria maguirei,(Aubrév.) T.D.Penn.
Pouteria manaosensis,(Aubrév. & Pellegr.) T.D.Penn.
Pouteria mattogrossensis,(Pilg.) Baehni
Pouteria maxima,T.D.Penn.
Pouteria megaphylla,T.D.Penn.
Pouteria melanopoda,Eyma
Pouteria micrantha,(Urb.) Baehni
Pouteria microstrigosa,T.D.Penn.
Pouteria minima,T.D.Penn.
Pouteria mongaguensis,Mattos
Pouteria multiflora,(A.DC.) Eyma
Pouteria nemorosa,Baehni
Pouteria nordestinensis,Alves-Araújo & M.Alves
Pouteria nudipetala,T.D.Penn.
Pouteria oblanceolata,Pires
Pouteria obscura,(Huber) Baehni
Pouteria opposita,(Ducke) T.D.Penn.
Pouteria oppositifolia,(Ducke) Baehni
Pouteria orinocoensis,(Aubrév.) T.D.Penn.
Pouteria oxyedra,(Miq.) Baehni
Pouteria oxypetala,T.D.Penn.
Pouteria pachycalyx,T.D.Penn.
Pouteria pachyphylla,T.D.Penn.
Pouteria pallens,T.D.Penn.
Pouteria pallida,(C.F.Gaertn.) Baehni
Pouteria pariry,(Ducke) Baehni
Pouteria penicillata,Baehni
Pouteria pentamera,T.D.Penn.
Pouteria peruviensis,(Aubrév.) Bernardi
Pouteria petiolata,T.D.Penn.
Pouteria pierrei,(A.Chev.) Baehni
Pouteria pimichinensis,T.D.Penn.
Pouteria pisquiensis,Baehni
Pouteria platyphylla,(A.C.Sm.) Baehni
Pouteria plicata,T.D.Penn.
Pouteria polycarpa,(Rusby) Baehni
Pouteria polysepala,T.D.Penn.
Pouteria procera,(Mart.) K.Hammer
Pouteria psammophila,(Mart.) Radlk.
Pouteria pseudoracemosa,(J.H.Hemsl.) L.Gaut.
Pouteria puberula,T.D.Penn.
Pouteria pubescens,(Aubrév. & Pellegr.) T.D.Penn.
Pouteria pullei,Eyma
Pouteria putamen-ovi,T.D.Penn.
Pouteria quicheana,Cronquist
Pouteria ramiflora,(Mart.) Radlk.
Pouteria resinosa,T.D.Penn.
Pouteria reticulata,(Engl.) Eyma
Pouteria retinervis,T.D.Penn.
Pouteria rhynchocarpa,T.D.Penn.
Pouteria rigida,(Mart. & Eichler) Radlk.
Pouteria rigidopsis,Monach. ex T.D.Penn.
Pouteria rodriguesiana,Pires & T.D.Penn.
Pouteria rostrata,(Huber) Baehni
Pouteria rufotomentosa,(Lundell) T.D.Penn.
Pouteria sagotiana,(Baill.) Eyma
Pouteria salicifolia,(Spreng.) Radlk.
Pouteria samborae,Alves-Araújo & Mônico
Pouteria sambuensis,(Pittier) Baehni
Pouteria sapota,(Jacq.) H.E.Moore & Stearn
Pouteria scabritesta,T.D.Penn.
Pouteria sclerocarpa,(Pittier) Cronquist
Pouteria scrobiculata,Monach. ex T.D.Penn.
Pouteria semecarpifolia,(Pierre ex Duss) Pierre
Pouteria sessiliflora,(Sw.) Poir.
Pouteria sessilis,T.D.Penn.
Pouteria silvestris,T.D.Penn.
Pouteria simulans,Monach.
Pouteria singularis,T.D.Penn.
Pouteria sipapoensis,T.D.Penn.
Pouteria speciosa,(Ducke) Baehni
Pouteria spicata,J.F.Morales
Pouteria splendens,(A.DC.) Kuntze
Pouteria squamosa,Cronquist
Pouteria stenophylla,Baehni
Pouteria stipitata,Cronquist
Pouteria stipulifera,T.D.Penn.
Pouteria stylifera,T.D.Penn.
Pouteria subcaerulea,Pierre ex Dubard
Pouteria subrotata,Cronquist
Pouteria subsessilifolia,Cronquist
Pouteria superba,(Vermoesen) L.Gaut.
Pouteria surumuensis,Baehni
Pouteria synsepala,Popovkin & A.D.Faria
Pouteria tarapotensis,(Eichler ex Pierre) Baehni
Pouteria tarumanensis,Pires
Pouteria tenuisepala,Pires & T.D.Penn.
Pouteria torta,(Mart.) Radlk.
Pouteria trifida,Alves-Araújo & M.Alves
Pouteria trigonosperma,Eyma
Pouteria trilocularis,Cronquist
Pouteria triplarifolia,C.K.Allen ex T.D. Pennington
Pouteria ucuqui,Pires & R.E.Schult.
Pouteria undulatifolia,Rizzini
Pouteria validinervis,(Sleumer) Baehni
Pouteria velutinicarpa,Alves-Araújo & M.Alves
Pouteria venosa,(Mart.) Baehni
Pouteria vernicosa,T.D.Penn.
Pouteria virescens,Baehni
Pouteria viridis,(Pittier) Cronquist
Pouteria williamii,(Aubrév. & Pellegr.) T.D.Penn.
Pouzolzia australis,(Endl.) Friis & Wilmot-Dear
Pouzolzia formicaria,(Poepp. ex Wedd.) Wedd.
Pouzolzia mandrarensis,Leandri
Pouzolzia mixta,Solms
Pouzolzia obliqua,(Wedd.) Wedd.
Pouzolzia occidentalis,(Liebm.) Wedd.
Pouzolzia poeppigiana,(Wedd.) Killip
Pouzolzia rugulosa,(Wedd.) Acharya & Kravtsova
Povedadaphne quadriporata,W.C. Burger
Pradosia argentea,(Kunth) T.D.Penn.
Pradosia atroviolacea,Ducke
Pradosia beardii,(Monach.) T.D.Penn.
Pradosia caracasana,(Pittier) T.D.Penn.
Pradosia cochlearia,(Lecomte) T.D.Penn.
Pradosia colombiana,(Standl.) T.D.Penn. ex T.J.Ayers & Boufford
Pradosia cuatrecasasii,(Aubrév.) T.D.Penn.
Pradosia decipiens,Ducke
Pradosia glaziovii,(Pierre) T.D.Penn.
Pradosia granulosa,Pires & T.D.Penn.
Pradosia grisebachii,(Pierre) T.D.Penn.
Pradosia huberi,(Ducke) Ducke
Pradosia kuhlmannii,Toledo
Pradosia lactescens,(Vell.) Radlk.
Pradosia lahoziana,Terra-Araujo
Pradosia longipedicellata,Alves-Araújo & M.Alves
Pradosia montana,T.D.Penn.
Pradosia mutisii,Cronquist
Pradosia ptychandra,(Eyma) T.D.Penn.
Pradosia restingae,Terra-Araujo
Pradosia schomburgkiana,(A.DC.) Cronquist
Pradosia spinosa,Ewango & Breteler
Pradosia subverticillata,Ducke
Pradosia surinamensis,(Eyma) T.D.Penn.
Pradosia verrucosa,Ducke
Pradosia verticillata,Ducke
Prainea limpato,(Miq.) Beumée ex K.Heyne
Prainea scandens,King
Praravinia bullata,Bremek.
Praravinia cauliflora,Bremek.
Praravinia celebica,Bremek.
Praravinia chalcotricha,Bremek.
Praravinia coriacea,Bremek.
Praravinia creaghii,(Ridl.) Bremek.
Praravinia densiflora,Korth.
Praravinia gracilis,Bremek.
Praravinia hallieri,Bremek.
Praravinia havilandii,(Ridl.) Bremek.
Praravinia hexamera,Bremek.
Praravinia loconensis,Bremek.
Praravinia longicalyx,Koizumi & Nagam.
Praravinia megistocalyx,Bremek.
Praravinia minahassae,Koord.
Praravinia mollis,Bremek.
Praravinia montana,Bremek.
Praravinia neriifolia,Bremek.
Praravinia nitida,Koizumi & Nagam.
Praravinia oresitropha,Bremek.
Praravinia parviflora,Bremek.
Praravinia polymera,Bremek.
Praravinia robusta,Bremek.
Praravinia sablanensis,(Elmer) Bremek.
Praravinia sarawacensis,Bremek.
Praravinia sericotricha,Bremek.
Praravinia suberosa,(Merr.) Bremek.
Praravinia subtomentosa,Bremek.
Praravinia teysmannii,Koord.
Praravinia urophylloides,Valeton
Praravinia verruculosa,Bremek.
Premna acuminata,R.Br.
Premna amplectens,Wall. ex Schauer
Premna angolensis,Gürke
Premna aureolepidota,Moldenke
Premna barbata,Wall. ex Schauer
Premna bengalensis,C.B.Clarke
Premna bracteata,Wall. ex C.B.Clarke
Premna cavaleriei,H.Lév.
Premna chevalieri,Dop
Premna chrysoclada,(Bojer) Gürke
Premna confinis,C.Pei & S.L.Chen ex C.Y.Wu
Premna debiana,A.Rajendran & P.Daniel
Premna decaryi,Moldenke
Premna fohaiensis,C.Pei & S.L.Chen ex C.Y.Wu
Premna fulva,Craib
Premna guillauminii,Moldenke
Premna hans-joachimii,Verdc.
Premna hildebrandtii,Gürke
Premna hispida,Benth.
Premna humbertii,Moldenke
Premna hutchinsonii,Moldenke
Premna interrupta,Wall. ex Schauer
Premna khasiana,C.B.Clarke
Premna lepidella,Moldenke
Premna longiacuminata,Moldenke
Premna longipetiolata,Moldenke
Premna maclurei,Merr.
Premna madagascariensis,Moldenke
Premna maxima,T.C.E.Fr.
Premna microphylla,Turcz.
Premna milleflora,C.B.Clarke
Premna mollissima,Roth
Premna mooiensis,(H.Pearson) W.Piep.
Premna oblongata,Miq.
Premna odorata,Blanco
Premna paisehensis,C.Pei & S.L.Chen
Premna pallescens,Ridl.
Premna parasitica,Blume
Premna perplexans,Moldenke
Premna protrusa,A.C.Sm. & S.P.Darwin
Premna puberula,Pamp.
Premna pubescens,Blume
Premna quadrifolia,Schumach. & Thonn.
Premna rabakensis,Moldenke
Premna regularis,H.J.Lam
Premna resinosa,(Hochst.) Schauer
Premna richardsiae,Moldenke
Premna schimperi,Engl.
Premna schliebenii,Werderm.
Premna scoriarum,W.W.Sm.
Premna senensis,Klotzsch
Premna serratifolia,L.
Premna sterculiifolia,King & Gamble
Premna sulphurea,(Baker) Gürke
Premna szemaoensis,C.Pei
Premna tahitensis,Schauer
Premna tanganyikensis,Moldenke
Premna tomentosa,Willd.
Premna trichostoma,Miq.
Premna velutina,Gürke
Premna wightiana,Schauer
Prepusa montana,Mart.
Preslianthus detonsus,(Triana & Planch.) Iltis & Cornejo
Preslianthus panamensis,(Iltis) Iltis
Preslianthus pittieri,(Standl.) Iltis & Cornejo
Prestoea acuminata,(Willd.) H.E.Moore
Prestoea carderi,(W.Bull) Hook.f.
Prestoea decurrens,H.E.Moore
Prestoea ensiformis,(Ruiz & Pav.) H.E.Moore
Prestoea longepetiolata,(Oerst.) H.E.Moore
Prestoea pubens,H.E.Moore
Prestoea pubigera,(Griseb. & H.Wendl.) Hook.f.
Prestoea schultzeana,(Burret) H.E.Moore
Prestoea tenuiramosa,(Dammer) H.E.Moore
Priogymnanthus apertus,(B.Ståhl) P.S.Green
Priogymnanthus hasslerianus,(Chodat) P.S.Green
Priogymnanthus saxicolus,Lombardi
Prionostemma aspera,(Lam.) Miers
Prioria balsamifera,(Vermoesen) Breteler
Prioria buchholzii,(Harms) Breteler
Prioria copaifera,Griseb.
Prioria gilbertii,(J.Léonard) Breteler
Prioria joveri,(Normand ex Aubrév.) Breteler
Prioria mannii,(Baill.) Breteler
Prioria msoo,(Harms) Breteler
Prioria oxyphylla,(Harms) Breteler
Prioria pinnata,(Roxb. ex DC.) Breteler
Prioria platycarpa,(B.L. Burtt) Breteler
Prioria tenuicarpa,(Verdc.) Breteler
Prismatomeris beccariana,(Baill. ex K.Schum.) J.T.Johanss.
Prismatomeris brachypus,Ridl.
Prismatomeris filamentosa,Craib
Prismatomeris fragrans,Geddes
Prismatomeris glabra,(Korth.) Valeton
Prismatomeris griffithii,Ridl.
Prismatomeris khoonmengiana,Y.W.Low
Prismatomeris kinabaluensis,J.T.Johanss.
Prismatomeris robusta,J.T.Johanss.
Prismatomeris tetrandra,(Roxb.) K.Schum.
Pristimera andongensis,(Welw. ex Oliv.) N.Hallé
Pristimera nervosa,(Miers) A.C.Sm.
Pritchardia arecina,Becc.
Pritchardia bakeri,Hodel
Pritchardia beccariana,Rock
Pritchardia flynnii,Lorence & Gemmill
Pritchardia forbesiana,Rock
Pritchardia glabrata,Becc. & Rock
Pritchardia gordonii,Hodel
Pritchardia hardyi,Rock
Pritchardia hillebrandii,Becc.
Pritchardia kaalae,Rock
Pritchardia kahukuensis,Caum
Pritchardia lanigera,Becc.
Pritchardia lowreyana,Rock ex Becc.
Pritchardia maideniana,Becc.
Pritchardia martii,(Gaudich.) H.Wendl.
Pritchardia minor,Becc.
Pritchardia mitiaroana,J.Dransf. & Y.Ehrh.
Pritchardia munroi,Rock
Pritchardia napaliensis,H.St.John
Pritchardia pacifica,Seem. & H.Wendl.
Pritchardia perlmanii,Gemmill
Pritchardia remota,(Kuntze) Becc.
Pritchardia schattaueri,Hodel
Pritchardia thurstonii,F.Muell. & Drude
Pritchardia viscosa,Rock
Pritchardia vuylstekeana,H.Wendl.
Pritchardia waialealeana,Read
Pritchardia woodii,Hodel
Prockia costaricensis,Standl.
Prockia crucis,P.Browne ex L.
Prockia flava,H. Karst.
Prockia pentamera,A.H. Gentry
Prockiopsis grandis,G.E. Schatz & Lowry
Prockiopsis hildebrandtii,Baill.
Prockiopsis orientalis,Capuron ex G.E. Schatz & Lowry
Prockiopsis razakamalalae,"G.E. Schatz, Lowry & Rakotovao"
Prosopis abbreviata,Benth.
Prosopis affinis,Spreng.
Prosopis africana,(Guill. & Perr.) Taub.
Prosopis alba,Griseb.
Prosopis alpataco,Phil.
Prosopis articulata,S.Watson
Prosopis caldenia,Burkart
Prosopis chilensis,(Molina) Stuntz
Prosopis cineraria,(L.) Druce
Prosopis elata,(Burkart) Burkart
Prosopis farcta,(Sol.) J.F.Macbr.
Prosopis ferox,Griseb.
Prosopis fiebrigii,Harms
Prosopis flexuosa,DC.
Prosopis glandulosa,Torr.
Prosopis hassleri,Harms
Prosopis juliflora,(Sw.) DC.
Prosopis koelziana,Burkart
Prosopis kuntzei,Kuntze
Prosopis laevigata,(Humb. & Bonpl. ex Willd.) M.C.Johnst.
Prosopis nigra,Hieron.
Prosopis nuda,Schinini
Prosopis pallida,(Humb. & Bonpl. ex Willd.) Kunth
Prosopis palmeri,S.Watson
Prosopis pubescens,Benth.
Prosopis pugionata,Burkart
Prosopis rojasiana,Burkart
Prosopis rubriflora,Hassl.
Prosopis ruscifolia,Griseb.
Prosopis sericantha,Hook.
Prosopis tamarugo,Phil.
Prosopis tamaulipana,Burkart
Prosopis torquata,(Lag.) DC.
Prosopis velutina,Wooton
Prosopis vinalillo,Stuck.
Protea angolensis,Welw.
Protea argyrea,Hauman
Protea aurea,Rourke
Protea caffra,Meisn.
Protea comptonii,Beard
Protea curvata,N.E. Br.
Protea eximia,(Knight) Fourc.
Protea flavopilosa,Beard
Protea gaguedi,J.F.Gmel.
Protea glabra,Thunb.
Protea lacticolor,Salisb.
Protea laetans,L.E.Davidson
Protea lanceolata,E. Mey. ex Meisn.
Protea laurifolia,Thunb.
Protea lorifolia,Fourc.
Protea madiensis,Oliv.
Protea mundii,Klotzsch
Protea nitida,Mill.
Protea obtusifolia,De Wild.
Protea petiolaris,(Hiern) Baker & C.H.Wright
Protea punctata,Meisn.
Protea repens,L.
Protea roupelliae,Meisn.
Protea rubrobracteata,Engl.
Protea rubropilosa,Beard
Protea rupestris,R.E.Fr.
Protea subvestita,N.E.Br.
Protea welwitschii,Engl.
Protium aguilarii,D.Santam.
Protium aidanianum,Daly
Protium aidanum,D.C. Daly
Protium altsonii,Sandwith
Protium alvarezianum,Daly & Fine
Protium amazonicum,(Cuatrec.) Daly
Protium amplum,Cuatrec.
Protium apiculatum,Swart
Protium aracouchini,(Aubl.) Marchand
Protium araguense,Cuatrec.
Protium attenuatum,(Rose) Urb.
Protium bahianum,Daly
Protium baracoense,Bisse
Protium beandou,L.Marchand ex Engl.
Protium boomii,Daly
Protium brasiliense,Engl.
Protium brenesii,(Standl.) D.Santam.
Protium buenaventurense,Cuatrec.
Protium calanense,Cuatrec.
Protium calendulinum,Daly
Protium carana,(Humb.) Marchand
Protium carnosum,A.C. Sm.
Protium carolense,Daly
Protium colombianum,Cuatrec.
Protium confusum,(Rose) Pittier
Protium connarifolium,Merr.
Protium copal,(Schltdl. & Cham.) Engl.
Protium costaricense,(Rose) Engl.
Protium cranipyrenum,Cuatrec.
Protium crassipetalum,Cuatrec.
Protium crenatum,Sandwith
Protium cubense,(Rose) Urb.
Protium cundinamarcense,Cuatrec.
Protium cuneatum,Swart
Protium dawsonii,Cuatrec.
Protium decandrum,(Aubl.) Marchand
Protium demerarense,Swart
Protium divaricatum,Engl.
Protium ecuadorense,Benoist
Protium elegans,Engl.
Protium ferrugineum,(Engl.) Engl.
Protium fragrans,(Rose) Urb.
Protium gallicum,D.C. Daly
Protium gallosum,D.C. Daly
Protium giganteum,Engl.
Protium glabrescens,Swart
Protium glabrum,(Rose) Engl.
Protium glaucescens,Urb.
Protium glaucum,J.F. Macbr.
Protium glaziovii,Swart
Protium glomerulosum,Cuatrec.
Protium grandifolium,Engl.
Protium guacayanum,Cuatrec.
Protium guianense,(Aubl.) Marchand
Protium hammelii,D.Santam.
Protium hebetatum,D.C. Daly
Protium heptaphyllum,(Aubl.) Marchand
Protium icicariba,(DC.) Marchand
Protium inodorum,Daly
Protium javanicum,Burm.f.
Protium kleinii,Cuatrec.
Protium laxiflorum,Engl.
Protium leptostachyum,Cuatrec.
Protium llanorum,Cuatrec.
Protium macgregorii,(F.M.Bailey) Leenh.
Protium macrocarpum,Cuatrec.
Protium macrophyllum,(Kunth) Engl.
Protium macrosepalum,Swart
Protium madagascariense,Engl.
Protium maestrense,Bisse
Protium melinonis,Engl.
Protium meridionale,Swart
Protium minutiflorum,Cuatrec.
Protium montanum,Swart
Protium morii,D.C. Daly
Protium multiramiflorum,Lundell
Protium nervosum,Cuatrec.
Protium nitidifolium,(Cuatrec.) Daly
Protium nodulosum,Swart
Protium obtusifolium,Marchand
Protium occultum,D.C. Daly
Protium opacum,Swart
Protium ovatum,Engl.
Protium pallidum,Cuatrec.
Protium panamense,(Rose) I.M.Johnst.
Protium paniculatum,Engl.
Protium pecuniosum,D.C. Daly
Protium pedicellatum,Swart
Protium peruvianum,Swart
Protium pilosellum,Swart
Protium pilosissimum,Engl.
Protium pilosum,(Cuatrec.) Daly
Protium pittieri,(Rose) Engl.
Protium plagiocarpium,Benoist
Protium polybotryum,(Turcz.) Engl.
Protium pristifolium,Daly
Protium ptarianum,Steyerm.
Protium pullei,Swart
Protium puncticulatum,J.F.Macbr.
Protium ravenii,D.M. Porter
Protium reticulatum,(Engl.) Endl.
Protium rhynchophyllum,(Rusby) D.C. Daly
Protium robustum,(Swart) D.M.Porter
Protium rubrum,Cuatrec.
Protium sagotianum,Marchand
Protium santamariae,"Perdiz, Daly & P.Fine"
Protium serratum,(Wall. ex Colebr.) Engl.
Protium spruceanum,(Benth.) Engl.
Protium stevensonii,(Standl.) Daly
Protium strumosum,D.C. Daly
Protium subacuminatum,Swart
Protium subserratum,(Engl.) Engl.
Protium tenuifolium,(Engl.) Engl.
Protium tonyanum,Daly
Protium tovarense,Pittier
Protium trifoliolatum,Engl.
Protium unifoliolatum,Engl.
Protium urophyllidium,Daly
Protium veneralense,Cuatrec.
Protium vestitum,(Cuatrec.) Daly
Protium warmingianum,Marchand
Protium widgrenii,Engl.
Protium yunnanense,(Hu) Kalkman
Protomegabaria macrophylla,Hutch.
Protomegabaria meiocarpa,J.Léonard
Protomegabaria stapfiana,(Beille) Hutch.
Protorhus longifolia,(Bernh.) Engl.
Prumnopitys andina,(Poepp. ex Endl.) de Laub.
